logPowerJan11,logPowerFeb11,logPowerMar11,logPowerApr11,logPowerMay11,logPowerJun11,logPowerJul11,logPowerAug11,logPowerSep11,logPowerOct11,logPowerNov11,logPowerDec11,TempJan11,TempFeb11,TempMar11,TempApr11,TempMay11,TempJun11,TempJul11,TempAug11,TempSep11,TempOct11,TempNov11,TempDec11,Longitude,Latitude,logSqMeters,logAvgIncome,AvgYearBuilt,ResidentialCustomers,CommercialCustomers,PercentMXR,PercentMFR,PercentCOM,PercentIND,PercentNA,PercentOTH,PercentSFR
3.1202,3.0535,3.1176,3.1126,3.1199,3.1511,3.1694,3.1605,3.1714,3.1761,3.1202,3.1212,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2051,34.0396,5.1688,4.5089,1939,84,16,37,21,5,5,21,0,11
2.5428,2.4857,2.5224,2.4843,2.5051,2.4942,2.5198,2.5145,2.4843,2.4829,2.5079,2.5198,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2054,34.0427,5.1771,4.4811,1952,86,14,22,48,0,0,13,7,9
2.5888,2.5289,2.5623,2.5378,2.5514,2.5353,2.5416,2.5378,2.5198,2.5263,2.5428,2.5933,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2024,34.0381,4.9358,4.4242,1970,88,13,35,12,4,0,31,0,19
2.5635,2.5105,2.5237,2.4857,2.5079,2.4983,2.5682,2.5705,2.5159,2.525,2.5403,2.5575,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1983,34.0398,5.6084,4.6459,1948,95,5,45,23,5,0,18,5,5
2.8426,2.7868,2.8351,2.8028,2.8235,2.8331,2.8028,2.8089,2.8055,2.8407,2.8432,2.8537,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2035,34.0457,5.0792,4.612,1939,76,24,42,33,0,0,17,0,8
2.9845,2.9581,3.0107,3.0237,3.0241,3.0233,3.0763,3.0611,3.0674,3.0781,3.0741,3.1163,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2122,34.0429,5.087,4.6148,1941,79,20,27,30,12,0,15,6,9
2.8733,2.8573,2.8727,2.8904,2.8669,2.909,2.9777,2.9814,2.9699,2.9652,2.9101,2.9528,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2108,34.046,5.255,4.6478,1939,74,23,17,57,11,0,9,0,6
2.6385,2.5832,2.6128,2.5809,2.6021,2.5877,2.567,2.5694,2.5391,2.5378,2.5611,2.5798,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1943,34.0425,5.049,4.6442,1948,91,9,78,11,6,0,6,0,0
2.5717,2.5159,2.5378,2.5172,2.5211,2.5211,2.5694,2.5786,2.5623,2.5587,2.5623,2.5798,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2029,34.0349,5.1061,4.6803,1959,90,10,50,19,4,0,15,0,12
2.7267,2.6758,2.6998,2.6839,2.6998,2.6628,2.7235,2.738,2.7364,2.7226,2.6964,2.7076,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2027,34.0309,5.3697,4.6772,1944,94,7,53,14,0,2,12,2,16
2.3284,2.3365,2.3385,2.3385,2.3541,2.3838,2.6812,2.7042,2.6812,2.6893,2.658,2.6884,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2184,34.0331,5.4898,4.6332,1959,82,18,33,21,19,0,19,2,6
2.6444,2.601,2.6325,2.601,2.6304,2.6314,2.6776,2.6794,2.6513,2.6513,2.6599,2.6739,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1965,34.0441,5.2356,4.7646,1945,88,12,55,17,0,0,7,3,17
3.2749,3.2225,3.2676,3.2577,3.3058,3.2975,3.3124,3.2723,3.2844,3.2106,3.2214,3.2545,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1934,34.0373,5.141,4.516,1943,83,16,33,20,20,0,27,0,0
2.7364,2.6875,2.7185,2.6928,2.7218,2.7059,2.6702,2.6637,2.6684,2.7226,2.7218,2.716,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2106,34.0341,5.5327,4.5795,1961,85,15,45,25,14,0,12,0,4
2.5966,2.5403,2.5658,2.5403,2.5514,2.5416,2.5866,2.5899,2.549,2.5527,2.574,2.5988,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2066,34.0362,5.2717,4.5472,1960,93,7,40,21,0,0,19,2,17
2.5478,2.4955,2.5079,2.4771,2.4886,2.4928,2.5079,2.5145,2.5391,2.5502,2.574,2.6085,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2087,34.0418,5.0576,4.438,1939,88,12,37,42,5,0,11,3,3
2.549,2.5416,2.5647,2.5798,2.6107,2.6385,2.8808,3.0141,3.0362,2.968,2.8149,2.8299,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2159,34.0462,5.2964,4.7059,1941,83,17,23,58,0,0,16,0,3
2.4082,2.4533,2.415,2.4518,2.3909,2.4548,2.7202,2.7235,2.699,2.7084,2.6599,2.705,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2142,34.0457,4.9957,4.5761,1939,81,19,38,43,5,0,3,0,11
3.1235,3.0931,3.1514,3.1287,3.1523,3.1708,3.1418,3.1641,3.1781,3.2095,3.1332,3.1163,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2099,34.0385,5.2897,4.7607,1939,88,12,21,38,4,0,33,0,4
2.617,2.5611,2.5821,2.549,2.5821,2.5798,2.5428,2.5514,2.5198,2.5211,2.5378,2.5587,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1948,34.0461,5.0453,4.5599,1944,95,5,54,17,4,0,21,0,4
2.4857,2.4232,2.4409,2.3997,2.4456,2.444,2.4814,2.48,2.4456,2.4409,2.4683,2.49,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1942,34.0481,4.9657,4.5541,1946,92,9,55,20,0,0,10,0,15
2.4814,2.4249,2.4456,2.4216,2.4298,2.415,2.4886,2.5079,2.4456,2.4533,2.4955,2.5159,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1989,34.0359,5.0477,4.8152,1944,94,6,43,22,0,0,17,0,17
2.5682,2.5172,2.5922,2.5539,2.5966,2.5866,3.0009,3.0342,2.9991,2.9425,2.9274,2.9671,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4626,34.1606,5.7687,4.9606,1977,87,12,4,16,3,0,3,0,74
2.7474,2.6739,2.7168,2.6314,2.6474,2.6335,2.6599,2.6314,2.6294,2.6551,2.6405,2.7185,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3209,33.9729,5.3904,4.3251,1945,86,14,18,4,11,0,9,0,58
2.7084,2.6435,2.6857,2.6656,2.6712,2.6375,2.5866,2.6253,2.6513,2.6902,2.6767,2.7235,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3317,33.9759,5.5086,4.4559,1956,83,17,17,50,4,5,15,1,8
2.0969,2.0645,2.0792,2.0899,2.0682,2.1038,2.6335,2.6375,2.6212,2.6493,2.6693,2.6911,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3196,34.0137,5.5159,4.6069,1946,93,7,60,23,0,0,0,3,15
2.6314,2.574,2.616,2.5315,2.5465,2.5378,2.5465,2.5328,2.5378,2.5855,2.5682,2.6335,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3311,33.9729,5.4547,4.6312,1949,87,12,18,41,6,0,2,2,29
2.721,2.6513,2.7007,2.6222,2.6415,2.618,2.6138,2.6767,2.6848,2.7084,2.6964,2.7664,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.325,33.9748,5.3545,4.75,1950,91,9,18,11,7,0,13,2,49
2.918,2.847,2.8432,2.8149,2.8082,2.7875,2.7938,2.8,2.7931,2.8319,2.8476,2.8751,57.38,51.98,57.74,61.88,61.34,65.12,61.52,68.54,66.92,64.94,59.9,54.32,-118.3627,34.0102,6.466,4.9614,1956,98,1,0,0,0,0,0,0,100
3.0523,3.0116,3.0569,3.0508,3.012,3.0199,3.017,3.0477,2.9859,3.0484,3.0406,3.0633,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3192,33.9927,5.4958,4.5623,1939,83,16,30,11,16,0,32,0,11
2.7275,2.6435,2.6803,2.6314,2.6395,2.601,2.6149,2.6191,2.6042,2.6503,2.6355,2.6972,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3446,33.9853,5.4666,4.8316,1943,96,3,5,8,0,0,3,0,84
2.7435,2.658,2.6937,2.6385,2.6444,2.618,2.6314,2.6335,2.6191,2.683,2.6739,2.7259,59.18,55.4,57.92,61.7,62.42,63.68,68.36,67.64,66.92,64.4,59.18,55.04,-118.3533,33.9832,5.4757,4.9707,1946,97,3,17,15,0,0,0,0,68
2.7497,2.6702,2.7152,2.6355,2.6415,2.6243,2.6599,2.6675,2.659,2.6767,2.6561,2.7292,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3199,33.9761,5.257,4.5087,1943,92,9,22,7,10,0,15,5,41
2.8209,2.7551,2.7959,2.7536,2.7559,2.7218,2.7033,2.7076,2.7324,2.786,2.7701,2.8129,59.18,55.4,57.92,61.7,62.42,63.68,68.36,67.64,66.92,64.4,59.18,55.04,-118.3479,33.9861,5.4761,4.873,1947,94,6,7,25,3,0,5,0,59
2.7251,2.6532,2.6884,2.6075,2.6128,2.6042,2.6365,2.6542,2.6532,2.6513,2.6314,2.7316,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3217,33.9812,5.2379,4.8359,1939,88,12,15,3,0,8,28,0,48
2.6656,2.5705,2.6053,2.5416,2.5502,2.5465,2.5694,2.5866,2.5775,2.5752,2.5729,2.6561,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3245,33.9824,5.2393,4.7621,1939,96,5,19,14,0,0,5,0,63
2.6848,2.5988,2.6375,2.5502,2.5611,2.549,2.5786,2.5786,2.567,2.5705,2.5575,2.6405,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3189,33.9806,5.183,4.7866,1939,96,4,18,16,0,0,20,0,45
2.6618,2.5877,2.6263,2.5658,2.567,2.5403,2.549,2.549,2.5416,2.5899,2.5798,2.6599,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3206,33.9837,5.1914,4.7977,1944,95,4,19,19,0,3,6,0,52
2.9304,2.8657,2.8882,2.8848,2.9143,2.9079,2.8657,2.8669,2.9025,2.8882,2.8716,2.8876,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.3294,33.9874,5.4451,4.5567,1945,84,15,25,24,12,0,10,0,29
3.7833,3.7072,3.7768,3.7408,3.7612,3.7486,3.6701,3.7019,3.7027,3.7249,3.7256,3.7676,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2196,34.0103,7.1119,4.7039,1955,2,100,0,0,0,100,0,0,0
2.7443,2.6785,2.7324,2.6758,2.7093,2.6955,2.6839,2.6794,2.6785,2.6522,2.6628,2.6702,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3342,34.1088,5.5194,4.8576,1955,84,8,17,37,2,0,3,0,40
3.247,3.2709,3.2776,3.2465,3.2999,3.3438,3.214,3.2177,3.255,3.2967,3.2281,3.243,57.38,51.98,57.74,61.88,61.34,65.12,61.52,68.54,66.92,64.94,59.9,54.32,-118.3952,34.0505,5.5416,5.1532,1948,0,85,22,6,0,0,3,0,69
2.8932,2.8432,2.8669,2.8395,2.8312,2.8663,2.9149,2.9243,2.9079,2.9042,2.8698,2.8882,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3416,34.1298,5.5818,5.0932,1951,93,7,9,25,1,0,3,0,61
3.2613,3.1987,3.2507,3.2869,3.2871,3.3043,3.3687,3.3847,3.3683,3.361,3.3204,3.3549,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.4053,34.1423,5.8806,5.1962,1942,49,51,1,1,34,0,6,0,58
1.5682,1.4771,1.6902,1.5441,1.7076,1.5911,3.1793,3.2214,3.2028,3.1386,3.1271,3.1611,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.4195,34.1339,6.3301,5.4348,1960,94,5,0,0,0,0,1,0,99
2.7709,2.7513,2.8069,2.786,2.7938,2.8357,2.9912,3.0265,3.0069,2.9859,2.9586,2.9899,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.373,34.1393,5.4181,4.7401,1971,69,32,3,32,36,0,7,0,22
0.7782,0.7782,0.9031,0.7782,0.8451,0.7782,3.0584,3.1222,3.0831,3.0052,2.993,3.0224,60.44,53.96,57.56,60.44,60.62,62.24,68.72,70.34,68.9,66.92,59.72,57.56,-118.4678,34.1352,6.0462,5.4095,1955,98,2,0,0,0,0,0,0,100
3.1638,3.1186,3.1562,3.1255,3.1489,3.1772,3.2175,3.2175,3.2098,3.1804,3.1569,3.192,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3602,34.1285,6.423,5.1945,1959,85,15,6,8,6,0,2,0,77
2.882,2.8222,2.8633,2.7987,2.8306,2.8338,2.8681,2.882,2.8651,2.8407,2.8463,2.8871,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3468,34.1225,5.8697,5.1833,1958,95,5,16,4,3,0,1,0,75
2.7143,2.6522,2.6776,2.7332,2.7938,2.776,3.3156,3.3197,3.3197,3.2693,3.2177,3.2398,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3978,34.1295,6.6566,5.4092,1958,94,6,0,1,1,0,0,0,97
2.5705,2.4829,2.5999,2.5587,2.5809,2.5302,3.1838,3.2281,3.1981,3.1377,3.1258,3.167,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.4552,34.1391,6.3343,5.2394,1957,97,4,0,0,0,0,0,0,100
1.8062,1.7482,1.7709,1.7324,1.7404,1.7482,3.058,3.0667,3.0527,2.9996,2.968,2.9912,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3751,34.1336,5.9613,5.193,1965,97,3,2,5,0,0,0,0,92
1.9191,1.8692,1.8976,1.8808,1.8808,1.8976,2.9279,2.9269,2.9222,2.8261,2.8116,2.8669,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3983,34.1461,5.3833,5.0444,1985,93,6,8,32,0,0,2,0,58
1.6721,1.7243,1.6721,1.7243,1.6335,1.7324,2.8987,2.8976,2.8814,2.8241,2.7896,2.8274,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3811,34.143,5.4404,5.1568,1961,95,6,2,23,0,0,0,0,75
1.8451,1.7924,1.8325,1.8388,1.8573,1.8921,2.9661,2.9708,2.9614,2.8603,2.842,2.8756,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3994,34.1455,5.5004,4.9477,1972,92,8,4,18,1,0,4,1,73
2.2529,2.1614,2.2279,2.179,2.233,2.2122,2.7084,2.7443,2.6609,2.6628,2.6435,2.658,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4682,34.2196,4.9853,4.5482,1969,93,7,0,92,8,0,0,0,0
1.6628,1.6435,1.6721,1.716,1.7993,1.8195,2.9222,2.9269,2.8069,2.8248,2.7731,2.7917,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5059,34.2046,5.5776,4.7512,1954,98,3,2,4,2,0,2,0,90
3.1661,3.0938,3.1532,3.1738,3.1978,3.1667,3.0913,3.159,3.1261,3.1216,3.1163,3.2111,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4813,34.2067,5.6086,4.7335,1954,0,100,2,29,5,13,10,0,43
3.6355,3.57,3.65,3.6376,3.664,3.6761,3.6578,3.6652,3.6391,3.6242,3.5904,3.6396,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.471,34.2041,5.4592,4.7551,1972,39,60,4,14,7,0,2,0,73
3.664,3.6112,3.6901,3.7048,3.7325,3.7366,3.6777,3.7004,3.7251,3.6893,3.6756,3.7144,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4521,34.2064,5.3246,4.6998,1971,0,100,0,32,4,0,4,0,60
2.738,2.6675,2.738,2.7543,2.7597,2.7612,2.9872,3.0261,3.0009,2.941,2.9117,2.9745,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.4137,34.1588,5.5747,4.8536,1976,83,17,0,37,17,0,5,1,40
2.4928,2.4346,2.4983,2.5051,2.5237,2.5211,2.8407,2.8657,2.8733,2.8189,2.7604,2.7889,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3914,34.1656,5.6433,4.8213,1968,90,10,5,51,4,0,1,0,38
0.8451,0.8451,0.8451,0.8451,0.8451,0.9031,2.9768,3.0342,3.0241,2.9025,2.8876,2.8954,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.4261,34.1661,5.4922,5.1385,1955,99,1,3,0,0,0,3,0,95
2.2601,2.2833,2.2945,2.2967,2.3139,2.3404,2.786,2.8069,2.8142,2.7931,2.7388,2.7679,56.66,52.7,58.46,63.14,63.68,67.1,74.48,76.1,73.4,67.82,57.74,53.24,-118.3681,34.1759,5.5103,4.7372,1955,85,14,18,29,6,2,6,3,35
2.1703,2.1732,2.179,2.1847,2.1959,2.2455,2.7143,2.7324,2.7126,2.6848,2.6464,2.6628,56.66,52.7,58.46,63.14,63.68,67.1,74.48,76.1,73.4,67.82,57.74,53.24,-118.3637,34.1747,5.3572,4.6199,1955,75,26,16,53,7,0,5,0,18
2.301,2.3201,2.3345,2.3522,2.3711,2.42,2.721,2.7396,2.7259,2.6911,2.6474,2.6665,56.66,52.7,58.46,63.14,63.68,67.1,74.48,76.1,73.4,67.82,57.74,53.24,-118.3609,34.1762,5.5309,4.7858,1954,80,21,13,46,7,0,11,2,20
2.1931,2.1399,2.1903,2.2068,2.2014,2.2227,2.9903,3.0154,3.006,2.9294,2.8987,2.9227,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.409,34.1612,5.636,5.0649,1959,92,9,3,13,4,0,0,0,80
2.6551,2.5933,2.6522,2.6551,2.6821,2.6335,3.2851,3.2964,3.247,3.249,3.1467,3.1599,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5103,34.2463,6.1123,5.1069,1968,93,7,0,1,3,0,2,2,93
2.4082,2.356,2.4249,2.4099,2.4232,2.4487,3.0107,3.0755,3.0013,2.9175,2.9304,2.9619,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5776,34.2227,5.7028,4.9005,1957,92,8,0,3,2,0,2,0,94
1.9085,1.9638,2.0043,1.9823,1.9956,1.9777,3.0265,3.0892,3.0056,2.9294,2.9122,2.918,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5771,34.2261,5.6867,4.9922,1956,99,1,0,0,0,0,1,0,99
2.2945,2.2253,2.2967,2.2672,2.3304,2.281,2.9212,2.9474,2.8791,2.8797,2.8176,2.8254,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5324,34.2469,5.7175,4.8717,1971,91,9,0,14,4,0,1,3,78
2.9881,2.9479,3.0009,3.0043,3.0261,3.0378,3.0224,3.0615,3.1024,3.077,3.05,3.0934,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5352,34.2309,5.6736,4.8007,1965,0,100,3,16,13,12,20,0,36
3.563,3.5506,3.5946,3.5769,3.5906,3.6131,3.6194,3.665,3.6443,3.6226,3.6132,3.6144,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.585,34.2352,6.2709,4.7415,1961,69,31,0,1,3,37,6,1,53
3.3499,3.2655,3.343,3.3576,3.3758,3.3621,3.3438,3.3224,3.3025,3.3168,3.2615,3.3086,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.54,34.233,5.8824,4.7854,1957,0,99,5,0,14,2,1,0,79
2.6053,2.5428,2.5763,2.601,2.6345,2.6243,3.0722,3.1139,3.0298,3.0128,2.9841,2.9894,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5776,34.2527,5.8859,5.0324,1968,93,8,0,0,3,0,2,1,94
4.3393,4.3019,4.3499,4.3331,4.3576,4.3569,4.3382,4.3289,4.3246,4.3064,4.2605,4.2672,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5656,34.2294,5.8976,5.0198,1956,0,97,0,0,0,9,4,0,88
1.3802,1.3617,1.415,1.3979,1.415,1.3979,3.0095,3.0469,2.939,2.9149,2.8768,2.8791,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.568,34.246,5.9389,4.9799,1956,100,0,0,0,0,0,1,0,99
0.699,0.699,0.699,0.699,0.699,0.699,3.1995,3.2287,3.1072,3.0824,3.0722,3.0874,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5581,34.2533,5.6854,5.1034,1957,99,0,0,0,0,0,0,0,100
3.8579,3.8346,3.8752,3.8696,3.888,3.8812,3.8717,3.9004,3.8925,3.885,3.8566,3.837,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5784,34.2414,6.5068,4.744,1965,24,76,0,0,4,58,8,2,29
3.8204,3.8431,3.8702,3.8696,3.8839,3.8816,3.9826,3.9878,3.9289,3.9406,3.895,3.9037,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.6292,34.2227,5.7497,4.6797,1975,95,5,0,0,7,0,0,3,90
2.0531,2.0294,2.0899,2.0645,2.1139,2.1271,3.1265,3.1584,3.0538,3.0237,2.9841,2.9841,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5666,34.2537,6.0076,5.0792,1969,98,2,1,0,0,0,1,2,97
3.6111,3.567,3.6117,3.6258,3.6505,3.6532,3.6593,3.7062,3.6815,3.6645,3.6245,3.6491,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.56,34.2419,6.2516,5.2321,1971,54,47,1,0,18,5,1,1,74
2.721,2.6749,2.7076,2.6776,2.6767,2.683,2.6425,2.6484,2.6222,2.6191,2.6684,2.7076,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2721,33.9919,5.374,4.6798,1952,89,11,40,24,2,10,19,2,2
2.5119,2.4654,2.5079,2.5119,2.534,2.5705,3.0158,3.0358,2.9991,2.9899,2.934,2.9415,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.555,34.2809,6.3392,5.065,1976,78,14,0,0,2,0,0,1,98
3.2565,3.2025,3.2765,3.2315,3.2582,3.236,3.243,3.2679,3.2193,3.2567,3.2338,3.2052,60.44,53.96,57.56,60.44,60.62,62.24,68.72,70.34,68.9,66.92,59.72,57.56,-118.4906,34.0526,5.8242,5.8342,1964,0,94,1,0,0,0,0,0,99
3.4553,3.4196,3.4794,3.4969,3.5224,3.532,3.4987,3.4982,3.5215,3.5093,3.4241,3.4527,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4822,34.2761,5.6138,4.9187,1956,0,98,0,0,2,0,4,2,91
1.2788,1.3979,1.2788,1.3802,1.2553,1.3617,2.8248,2.8254,2.8055,2.7701,2.7067,2.7226,50.18,44.42,50.36,53.6,56.12,63.5,73.76,78.26,75.92,67.1,51.44,48.02,-118.4454,34.2957,5.4178,4.7872,1949,98,3,0,0,0,0,0,0,100
1.8062,1.7853,1.8062,1.8062,1.7924,1.8451,2.8267,2.8395,2.8306,2.7752,2.7007,2.7059,50.18,44.42,50.36,53.6,56.12,63.5,73.76,78.26,75.92,67.1,51.44,48.02,-118.4501,34.2966,5.8652,4.8187,1983,92,8,19,5,1,4,3,0,68
1.5682,1.6128,1.5798,1.6435,1.6128,1.7243,2.8585,2.8597,2.8382,2.8,2.7267,2.7466,50.18,44.42,50.36,53.6,56.12,63.5,73.76,78.26,75.92,67.1,51.44,48.02,-118.4458,34.3009,5.8355,4.8425,1958,97,2,11,0,2,0,4,0,82
3.1113,3.0611,3.0945,3.0892,3.1007,3.1544,3.2991,3.2993,3.2711,3.301,3.2746,3.2927,50.18,44.42,50.36,53.6,56.12,63.5,73.76,78.26,75.92,67.1,51.44,48.02,-118.4729,34.2998,5.7412,4.5984,1973,89,9,14,0,3,0,7,0,76
3.2148,3.1847,3.2251,3.1915,3.2076,3.237,3.3572,3.33,3.3113,3.3111,3.2869,3.3025,50.18,44.42,50.36,53.6,56.12,63.5,73.76,78.26,75.92,67.1,51.44,48.02,-118.4567,34.3063,5.5547,4.7981,1959,86,14,17,2,0,10,2,0,69
3.0755,3.0512,3.0986,3.1092,3.1452,3.1821,3.3105,3.3107,3.2874,3.2688,3.2322,3.234,50.18,44.42,50.36,53.6,56.12,63.5,73.76,78.26,75.92,67.1,51.44,48.02,-118.4411,34.3041,5.3403,4.9063,1953,82,18,8,0,0,0,0,0,92
